locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Kraków Stare Miasto,ul. bp. Jana Prandoty,1,30,675000,22500,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-bp-jana-prandoty-1-pokoj-d3m1i8,https://s2.adresowa.pl/oi/65/2d/3bccae_3645_cover@2x-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-bp-jana-prandoty.webp
Kraków Podgórze,al. Pod Kopcem,2,56,650000,11607,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-podgorze-al-pod-kopcem-2-pokojowe-b7a6s0,https://s2.adresowa.pl/oi/5a/18/3bcb88_8118_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-al-pod-kopcem.webp
Kraków,Czyżyny,2,33,710000,21515,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-2-pokojowe-33-m2-a3x6p1,https://s2.adresowa.pl/oi/30/3c/3bc998_32e9_cover@2x-2-pokojowe-mieszkanie-krakow-czyzyny.webp
Kraków Dębniki,ul. Babinicza,3,74,980000,13243,Pośrednik,,26,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-babinicza-3-pokojowe-r2n8b6,https://s2.adresowa.pl/oi/60/41/3bc1ec_d3da_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-babinicza.webp
Kraków Krowodrza,ul. Fryderyka Chopina,2,67,1239000,18493,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-fryderyka-chopina-2-pokojowe-k3g2f6,https://s2.adresowa.pl/oi/36/73/3bc10c_82a4_cover@2x-2-pokojowe-mieszkanie-krakow-krowodrza-ul-fryderyka-chopina.webp
Kraków Dębniki,ul. Raciborska,2,51,659000,12922,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-raciborska-2-pokojowe-u0h4v5,https://s2.adresowa.pl/oi/1d/27/3bc98e_8f84_cover@2x-2-pokojowe-mieszkanie-krakow-debniki-ul-raciborska.webp
Kraków Śródmieście,ul. Wincentego Pola,3,65,1600000,24615,bez pośredników,,23,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-wincentego-pola-3-pokojowe-p4t7o0,https://s2.adresowa.pl/oi/4f/34/3bc91e_8d97_cover@2x-3-pokojowe-mieszkanie-krakow-srodmiescie-ul-wincentego-pola.webp
Kraków Ruczaj,ul. Obozowa,2,41,680000,16585,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-obozowa-2-pokojowe-a4j5l3,https://s2.adresowa.pl/oi/7e/67/3bc60c_538e_cover@2x-2-pokojowe-mieszkanie-krakow-ruczaj-ul-obozowa.webp
Kraków Podgórze,ul. Kosocicka,4,78,1134000,14538,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-kosocicka-4-pokojowe-f7u5u8,https://s2.adresowa.pl/oi/34/6b/3bc0ca_c9f1_cover@2x-4-pokojowe-mieszkanie-krakow-podgorze-ul-kosocicka.webp
Kraków Bronowice,ul. Stańczyka,4,85,1190000,14000,Pośrednik,,21,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-stanczyka-4-pokojowe-u3n5y7,https://s2.adresowa.pl/oi/3f/32/3bc0b8_6602_cover@2x-4-pokojowe-mieszkanie-krakow-bronowice-ul-stanczyka.webp
Kraków Bieńczyce,os. Niepodległości,3,47,610000,12979,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-niepodleglosci-3-pokojowe-u3l8f1,https://s2.adresowa.pl/oi/33/37/3bc48a_e893_cover@2x-3-pokojowe-mieszkanie-krakow-bienczyce-os-niepodleglosci.webp
Kraków Grzegórzki,ul. płk. Francesco Nullo,3,69,1720000,24928,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-plk-francesco-nullo-3-pokojowe-x6l2d6,https://s2.adresowa.pl/oi/6a/5c/3bbff0_f2d2_cover@2x-3-pokojowe-mieszkanie-krakow-grzegorzki-ul-plk-francesco-nullo.webp
Kraków Nowa Huta,os. Centrum A,2,46,626000,13609,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-centrum-a-2-pokojowe-i6h3p5,https://s2.adresowa.pl/oi/14/56/3bbf40_9b15_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-centrum-a.webp
Kraków Prądnik Czerwony,ul. Żytnia,5,72,974700,13538,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-zytnia-5-pokojowe-s5z9g3,https://s2.adresowa.pl/oi/54/35/3bbae2_48a2_cover@2x-5-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-zytnia.webp
Kraków Prądnik Czerwony,ul. Pawła Włodkowica,1,35,495805,14166,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-pawla-wlodkowica-1-pokoj-g9z4h3,https://s2.adresowa.pl/oi/28/5b/3bbab8_b097_cover@2x-1-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-pawla-wlodkowica.webp
Kraków Nowa Huta,os. Bohaterów Września,2,37,520000,14054,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-bohaterow-wrzesnia-2-pokojowe-c5e0a6,https://s2.adresowa.pl/oi/39/4a/3bbda8_81d8_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-bohaterow-wrzesnia.webp
Kraków Krowodrza,ul. ks. Kazimierza Siemaszki,2,52,800000,15385,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-ks-kazimierza-siemaszki-2-pokojowe-h4h7w6,https://s2.adresowa.pl/oi/29/15/3bbcb8_593e_cover@2x-2-pokojowe-mieszkanie-krakow-krowodrza-ul-ks-kazimierza-siemaszki.webp
Kraków Ruczaj,ul. Pszczelna,3,59,885928,15016,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-pszczelna-3-pokojowe-e6j5u4,https://s2.adresowa.pl/oi/57/3d/3bb392_fdf2_cover@2x-3-pokojowe-mieszkanie-krakow-ruczaj-ul-pszczelna.webp
Kraków Stare Miasto,ul. Żelazna,5,106,1279000,12066,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-zelazna-5-pokojowe-q2l3u0,https://s2.adresowa.pl/oi/2b/69/3bb416_f742_cover@2x-5-pokojowe-mieszkanie-krakow-stare-miasto-ul-zelazna.webp
Kraków Dębniki,ul. dr. Jana Piltza,3,55,849000,15436,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-dr-jana-piltza-3-pokojowe-t1n8x8,https://s2.adresowa.pl/oi/73/6e/3bb3ea_7dde_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-dr-jana-piltza.webp
Kraków Bronowice Małe,ul. Jabłonkowska,3,56,875000,15625,bez pośredników,,21,https://adresowo.pl/o/mieszkanie-krakow-bronowice-male-ul-jablonkowska-3-pokojowe-e4p4w1,https://s2.adresowa.pl/oi/64/4d/3bb35a_9b10_cover@2x-3-pokojowe-mieszkanie-krakow-bronowice-male-ul-jablonkowska.webp
Kraków Bronowice,ul. Józefa Chełmońskiego,3,59,990000,16780,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-jozefa-chelmonskiego-3-pokojowe-e8h0e2,https://s2.adresowa.pl/oi/4b/54/3bb26e_70b7_cover@2x-3-pokojowe-mieszkanie-krakow-bronowice-ul-jozefa-chelmonskiego.webp
Kraków Kozłówek,ul. Wlotowa,3,44,709995,16136,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-kozlowek-ul-wlotowa-3-pokojowe-b5t9c4,https://s2.adresowa.pl/oi/43/7e/3ba6ba_9f2e_cover@2x-3-pokojowe-mieszkanie-krakow-kozlowek-ul-wlotowa.webp
Kraków Dębniki,ul. Zawiszy,4,108,1135000,10509,Pośrednik,,30,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-zawiszy-4-pokojowe-s1c2m9,https://s2.adresowa.pl/oi/77/20/3ba4a4_6d34_cover@2x-4-pokojowe-mieszkanie-krakow-debniki-ul-zawiszy.webp
Kraków,ul. Josepha Conrada,2,34,585000,17206,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-krakow-ul-josepha-conrada-2-pokojowe-w9c3w5,https://s2.adresowa.pl/oi/1f/69/3ba41c_b941_cover@2x-2-pokojowe-mieszkanie-krakow-ul-josepha-conrada.webp
Kraków Dębniki,ul. Kazimierza Pułaskiego,3,66,1298000,19667,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-kazimierza-pulaskiego-3-pokojowe-y5n4d4,https://s2.adresowa.pl/oi/6a/33/3ba462_29d6_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-kazimierza-pulaskiego.webp
Kraków Dębniki,ul. Rozdroże,2,55,737000,13400,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-rozdroze-2-pokojowe-y6e1c5,https://s2.adresowa.pl/oi/62/7c/3ba454_714f_cover@2x-2-pokojowe-mieszkanie-krakow-debniki-ul-rozdroze.webp
Kraków Dębniki,ul. Rozdroże,2,40,599000,14975,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-rozdroze-2-pokojowe-x4l1g3,https://s2.adresowa.pl/oi/59/51/3ba44a_ab50_cover@2x-2-pokojowe-mieszkanie-krakow-debniki-ul-rozdroze.webp
Kraków Swoszowice,ul. Leona Petrażyckiego,4,81,899999,11111,Pośrednik,,30,https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-leona-petrazyckiego-4-pokojowe-j0b8f8,https://s2.adresowa.pl/oi/2d/72/3ba416_5894_cover@2x-4-pokojowe-mieszkanie-krakow-swoszowice-ul-leona-petrazyckiego.webp
Kraków,ul. Koletek,3,100,1700000,17000,Pośrednik,,9,https://adresowo.pl/o/mieszkanie-krakow-ul-koletek-3-pokojowe-j6y0y6,https://s2.adresowa.pl/oi/5f/13/3ba38e_7d38_cover@2x-3-pokojowe-mieszkanie-krakow-ul-koletek.webp
Kraków Podgórze Duchackie,ul. Edwarda Heila,5,84,849900,10118,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-edwarda-heila-5-pokojowe-r5z5b5,https://s2.adresowa.pl/oi/20/1a/3b9d9e_8b1d_cover@2x-5-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-edwarda-heila.webp
Kraków Prądnik Czerwony,ul. Strzelców,2,46,760000,16522,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-strzelcow-2-pokojowe-d4y8t1,https://s2.adresowa.pl/oi/46/62/3b8b7c_d636_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-strzelcow.webp
Kraków Bronowice,ul. Gabrieli Zapolskiej,1,29,180000,6207,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-gabrieli-zapolskiej-1-pokoj-m1c5x3,https://s2.adresowa.pl/oi/63/17/3b83a6_f4ea_cover@2x-1-pokojowe-mieszkanie-krakow-bronowice-ul-gabrieli-zapolskiej.webp
Kraków Dębniki,ul. Borkowska,3,53,765000,14434,Pośrednik,,23,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-borkowska-3-pokojowe-e1v0c9,https://s2.adresowa.pl/oi/5c/77/3ba2c8_5458_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-borkowska.webp
Kraków Krowodrza,ul. Mazowiecka,1,32,519000,16219,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-mazowiecka-1-pokoj-e6s7y1,https://s2.adresowa.pl/oi/2f/36/3ba27a_cd45_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-ul-mazowiecka.webp
Kraków Bieńczyce,os. Niepodległości,3,47,610000,12979,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-niepodleglosci-3-pokojowe-u3l8f1,https://s2.adresowa.pl/oi/33/37/3bc48a_e893_cover@2x-3-pokojowe-mieszkanie-krakow-bienczyce-os-niepodleglosci.webp
Kraków Wzgórza Krzesławickie,os. Na Stoku,3,46,629000,13674,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku-3-pokojowe-j3h3q8,https://s2.adresowa.pl/oi/51/5a/3b7f3e_aa05_cover@2x-3-pokojowe-mieszkanie-krakow-wzgorza-krzeslawickie-os-na-stoku.webp
Kraków Stare Miasto,ul. Starowiślna,1,31,795000,25645,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-starowislna-1-pokoj-j4f9u6,https://s2.adresowa.pl/oi/28/49/3b7ed4_7ed6_cover@2x-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-starowislna.webp
Kraków Bieżanów,ul. Mariana Domagały,2,33,589000,17848,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-mariana-domagaly-2-pokojowe-e8b1x5,https://s2.adresowa.pl/oi/18/75/3b7ae4_8166_cover@2x-2-pokojowe-mieszkanie-krakow-biezanow-ul-mariana-domagaly.webp
Kraków,ul. Polonijna,3,57,898000,15754,Pośrednik,,38,https://adresowo.pl/o/mieszkanie-krakow-ul-polonijna-3-pokojowe-w8j9y4,https://s2.adresowa.pl/oi/17/14/3b9874_e22a_cover@2x-3-pokojowe-mieszkanie-krakow-ul-polonijna.webp
Kraków Czyżyny,ul. Sołtysowska,2,36,619000,17194,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-2-pokojowe-p9j7o8,https://s2.adresowa.pl/oi/39/20/3b8bc6_44f0_cover@2x-2-pokojowe-mieszkanie-krakow-czyzyny-ul-soltysowska.webp
Kraków Azory,ul. Eljasza Walerego Radzikowskiego,3,64,1299000,20297,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-krakow-azory-ul-eljasza-walerego-radzikowskiego-3-pokojowe-s4x6f3,https://s2.adresowa.pl/oi/3e/45/3b793e_7e50_cover@2x-3-pokojowe-mieszkanie-krakow-azory-ul-eljasza-walerego-radzikowskiego.webp
Kraków,Grzegórzki,2,30,759000,25300,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-2-pokojowe-30-m2-a9q6b0,https://s2.adresowa.pl/oi/40/33/3b7918_f2f6_cover@2x-2-pokojowe-mieszkanie-krakow-grzegorzki.webp
Kraków Prądnik Biały,ul. Adama Vetulaniego,3,51,840000,16471,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-adama-vetulaniego-3-pokojowe-g0l3y1,https://s2.adresowa.pl/oi/62/1c/3b78e8_7c2a_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-adama-vetulaniego.webp
Kraków Czyżyny,ul. Narciarska,3,64,899000,14047,Pośrednik,,12,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-narciarska-3-pokojowe-u0r2l8,https://s2.adresowa.pl/oi/24/40/3b8288_9e05_cover@2x-3-pokojowe-mieszkanie-krakow-czyzyny-ul-narciarska.webp
Kraków Kurdwanów,ul. Marii i Bolesława Wysłouchów,3,68,945000,13897,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow-3-pokojowe-o1f6p5,https://s2.adresowa.pl/oi/4e/62/3b7e84_632f_cover@2x-3-pokojowe-mieszkanie-krakow-kurdwanow-ul-marii-i-boleslawa-wyslouchow.webp
Kraków Krowodrza,ul. Władysława Łokietka,1,17,395000,23235,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka-1-pokoj-l4u1a7,https://s2.adresowa.pl/oi/1c/27/3b7818_480f_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-ul-wladyslawa-lokietka.webp
Kraków,Kliny,2,34,549000,16147,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-kliny-2-pokojowe-34-m2-f8w4q1,https://s2.adresowa.pl/oi/78/10/3b7814_fb59_cover@2x-2-pokojowe-mieszkanie-krakow-kliny.webp
Kraków,Podgórze Duchackie,2,40,610000,15250,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-2-pokojowe-40-m2-v1w9t4,https://s2.adresowa.pl/oi/38/57/3b780c_29e1_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-duchackie.webp
Kraków Mistrzejowice,os. Bohaterów Września,2,38,549000,14447,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia-2-pokojowe-u6m6x9,https://s2.adresowa.pl/oi/5b/10/3b7c6e_4169_cover@2x-2-pokojowe-mieszkanie-krakow-mistrzejowice-os-bohaterow-wrzesnia.webp
Kraków Grzegórzki,ul. Grzegórzecka,2,43,760000,17674,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-grzegorzecka-2-pokojowe-c9y3d9,https://s2.adresowa.pl/oi/65/63/3b7c38_c77b_cover@2x-2-pokojowe-mieszkanie-krakow-grzegorzki-ul-grzegorzecka.webp
Kraków Górka Narodowa,ul. ks. Józefa Meiera,1,40,575000,14375,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-gorka-narodowa-ul-ks-jozefa-meiera-1-pokoj-j3e3d9,https://s2.adresowa.pl/oi/53/1c/3b77e6_3b92_cover@2x-1-pokojowe-mieszkanie-krakow-gorka-narodowa-ul-ks-jozefa-meiera.webp
Kraków Śródmieście,ul. Marii Skłodowskiej-Curie,3,54,1130000,20926,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-marii-sklodowskiej-curie-3-pokojowe-o4g0k8,https://s2.adresowa.pl/oi/1b/45/3b7790_b5df_cover@2x-3-pokojowe-mieszkanie-krakow-srodmiescie-ul-marii-sklodowskiej-curie.webp
Kraków,Mistrzejowice,2,40,680000,17000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-2-pokojowe-40-m2-y6l2m9,https://s2.adresowa.pl/oi/62/13/3b7718_7e3e_cover@2x-2-pokojowe-mieszkanie-krakow-mistrzejowice.webp
Kraków Krowodrza,ul. ks. Kazimierza Siemaszki,2,40,653000,16325,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-ks-kazimierza-siemaszki-2-pokojowe-j1v5f9,https://s2.adresowa.pl/oi/4f/2f/3b7b38_893f_cover@2x-2-pokojowe-mieszkanie-krakow-krowodrza-ul-ks-kazimierza-siemaszki.webp
Kraków Prądnik Biały,os. Wolfganga Amadeusa Mozarta,3,77,1330000,17273,Pośrednik,,22,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-os-wolfganga-amadeusa-mozarta-3-pokojowe-r4w1o5,https://s2.adresowa.pl/oi/5f/5d/3b7b22_48cb_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-bialy-os-wolfganga-amadeusa-mozarta.webp
Kraków Płaszów,ul. Myśliwska,3,55,1107225,20131,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-plaszow-ul-mysliwska-3-pokojowe-f7i3z0,https://s2.adresowa.pl/oi/1e/49/3b76f8_e553_cover@2x-3-pokojowe-mieszkanie-krakow-plaszow-ul-mysliwska.webp
Kraków,Mistrzejowice,2,37,230000,6216,bez pośredników,,2,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-2-pokojowe-37-m2-p0m5c7,https://s2.adresowa.pl/oi/2e/3d/3b7668_764f_cover@2x-2-pokojowe-mieszkanie-krakow-mistrzejowice.webp
Kraków Stare Miasto,ul. Halicka,2,36,890000,24722,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-halicka-2-pokojowe-t2s0x2,https://s2.adresowa.pl/oi/3c/6c/3b7452_6ff8_cover@2x-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-halicka.webp
Kraków Śródmieście,ul. Mogilska,2,30,760500,25350,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-mogilska-2-pokojowe-h4r3j6,https://s2.adresowa.pl/oi/6e/4d/3b7662_40eb_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-mogilska.webp
Kraków Prądnik Biały,ul. Łukasza Górnickiego,2,72,600000,8333,Pośrednik,,39,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-lukasza-gornickiego-2-pokojowe-n3o0w7,https://s2.adresowa.pl/oi/25/4b/3b70e6_58df_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-lukasza-gornickiego.webp
Kraków Śródmieście,ul. Juliusza Lea,2,55,883000,16055,bez pośredników,,5,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-juliusza-lea-2-pokojowe-p1b1w9,https://s2.adresowa.pl/oi/51/6d/3b6df2_3787_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-juliusza-lea.webp
Kraków Nowa Huta,ul. Kantorowicka,4,86,1179000,13709,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-ul-kantorowicka-4-pokojowe-g7e4a7,https://s2.adresowa.pl/oi/6b/48/3b6986_9253_cover@2x-4-pokojowe-mieszkanie-krakow-nowa-huta-ul-kantorowicka.webp
Kraków Grzegórzki,ul. Aleksandra Lubomirskiego,1,23,499900,21735,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-aleksandra-lubomirskiego-1-pokoj-x6x4p8,https://s2.adresowa.pl/oi/7a/2f/3b6754_da15_cover@2x-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-aleksandra-lubomirskiego.webp
Kraków Prądnik Biały,ul. abp. Zygmunta Szczęsnego Felińskiego,2,47,670000,14255,Pośrednik,,25,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-abp-zygmunta-szczesnego-felinskiego-2-pokojowe-a1m3j6,https://s2.adresowa.pl/oi/3d/45/3b6cc8_7b65_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-abp-zygmunta-szczesnego-felinskiego.webp
Kraków Bronowice,ul. Samuela Lindego,4,102,2199000,21559,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-samuela-lindego-4-pokojowe-n9h7f7,https://s2.adresowa.pl/oi/31/14/3b65a8_6244_cover@2x-4-pokojowe-mieszkanie-krakow-bronowice-ul-samuela-lindego.webp
Kraków Mistrzejowice,os. Złotego Wieku,4,71,830000,11690,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-zlotego-wieku-4-pokojowe-z0a0x4,https://s2.adresowa.pl/oi/1b/64/3b669a_8319_cover@2x-4-pokojowe-mieszkanie-krakow-mistrzejowice-os-zlotego-wieku.webp
Kraków Dębniki,ul. Obozowa,4,86,1390000,16163,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-obozowa-4-pokojowe-u0o6g6,https://s2.adresowa.pl/oi/1b/30/3b6660_5260_cover@2x-4-pokojowe-mieszkanie-krakow-debniki-ul-obozowa.webp
Kraków Nowa Huta,os. Złotego Wieku,3,47,560000,11915,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-zlotego-wieku-3-pokojowe-s6r7p0,https://s2.adresowa.pl/oi/32/36/3b5da4_6068_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-zlotego-wieku.webp
Kraków Śródmieście,ul. Mogilska,3,57,1301850,22839,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-mogilska-3-pokojowe-h9x8u6,https://s2.adresowa.pl/oi/28/30/3b6480_6d80_cover@2x-3-pokojowe-mieszkanie-krakow-srodmiescie-ul-mogilska.webp
Kraków Śródmieście,ul. Mogilska,3,70,1647820,23540,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-mogilska-3-pokojowe-y9k5q4,https://s2.adresowa.pl/oi/72/74/3b646c_bcc7_cover@2x-3-pokojowe-mieszkanie-krakow-srodmiescie-ul-mogilska.webp
Kraków Mistrzejowice,os. Złotego Wieku,3,48,800000,16667,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-zlotego-wieku-3-pokojowe-f7f4z2,https://s2.adresowa.pl/oi/74/6b/3b5c30_8b3f_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-zlotego-wieku.webp
Kraków Nowa Huta,os. Piastów,2,51,730000,14314,bez pośredników,,4,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-piastow-2-pokojowe-s3t0w1,https://s2.adresowa.pl/oi/16/61/3b5876_b347_cover@2x-2-pokojowe-mieszkanie-krakow-nowa-huta-os-piastow.webp
Kraków Mistrzejowice,ul. Mistrzejowicka,2,52,270000,5192,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-ul-mistrzejowicka-2-pokojowe-h0w2y2,https://s2.adresowa.pl/oi/2d/2e/3b5596_3309_cover@2x-2-pokojowe-mieszkanie-krakow-mistrzejowice-ul-mistrzejowicka.webp
Kraków Śródmieście,ul. Mogilska,2,47,999600,21268,Pośrednik,,5,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-mogilska-2-pokojowe-d4e4e2,https://s2.adresowa.pl/oi/58/6f/3b6424_2a12_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-mogilska.webp
Kraków Swoszowice,ul. Macieja Dębskiego,2,40,569000,14225,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-swoszowice-ul-macieja-debskiego-2-pokojowe-w9t8l6,https://s2.adresowa.pl/oi/67/49/3b6414_cbcd_cover@2x-2-pokojowe-mieszkanie-krakow-swoszowice-ul-macieja-debskiego.webp
Kraków Krowodrza,ul. Władysława Podkowińskiego,3,66,999000,15136,bez pośredników,,40,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wladyslawa-podkowinskiego-3-pokojowe-q2u8h1,https://s2.adresowa.pl/oi/29/72/3b5258_e3f5_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-wladyslawa-podkowinskiego.webp
Kraków Prądnik Biały,ul. Henryka Pachońskiego,3,60,939000,15650,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-henryka-pachonskiego-3-pokojowe-g2g6c1,https://s2.adresowa.pl/oi/4f/1c/3b5224_4c18_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-henryka-pachonskiego.webp
Kraków Podgórze,ul. Strycharska,3,72,1350000,18750,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-strycharska-3-pokojowe-i0v5n1,https://s2.adresowa.pl/oi/62/28/3b512c_b035_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-ul-strycharska.webp
Kraków Śródmieście,ul. Mogilska,2,36,807672,22435,Pośrednik,,10,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-mogilska-2-pokojowe-b6s6w5,https://s2.adresowa.pl/oi/41/60/3b6412_6bb1_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-mogilska.webp
